delta.rank,pval,level,nseqs,term,name,p.adj,,term,,,,,,,,,
0,0.562263755,2,59,GO:1902187,negative regulation of viral release from host cell,1,,,,,,,,,,,
0,0.832621626,3,37,GO:1902188,positive regulation of viral release from host cell,1,,,,,,,,,,,
0,1,2,12,GO:1902202,regulation of hepatocyte growth factor receptor signaling pathway,1,,,,,,,,,,,
0,1,2,14,GO:1902214,regulation of interleukin-4-mediated signaling pathway,1,,,,,,,,,,,
0,1,4,7,GO:1902216,positive regulation of interleukin-4-mediated signaling pathway,1,,,,,,,,,,,
0,0.862078984,3,28,GO:1902224,ketone body metabolic process,1,,,,,,,,,,,
0,1,2,11,GO:1902226;GO:1902227;GO:1903970;GO:1903973,regulation of macrophage colony-stimulating factor signaling pathway,1,,,,,,,,,,,
0,0.585734945,3,69,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,1,,,,,,,,,,,
0,0.547354234,3,41,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,1,,,,,,,,,,,
0,0.663215178,2,28,GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,1,,,,,,,,,,,
0,1,2,6,GO:1902256,regulation of apoptotic process involved in outflow tract morphogenesis,1,,,,,,,,,,,
0,0.512026324,3,31,GO:1902259,regulation of delayed rectifier potassium channel activity,1,,,,,,,,,,,
0,0.617084583,2,17,GO:1902260,negative regulation of delayed rectifier potassium channel activity,1,,,,,,,,,,,
0,0.426549964,4,12,GO:1902262,apoptotic process involved in blood vessel morphogenesis,1,,,,,,,,,,,
0,0.468969527,4,5,GO:1902263,apoptotic process involved in embryonic digit morphogenesis,1,,,,,,,,,,,
0,1,4,7,GO:1902267,regulation of polyamine transmembrane transport,1,,,,,,,,,,,
0,0.382687015,4,11,GO:1902308;GO:1902309,regulation of peptidyl-serine dephosphorylation,1,,,,,,,,,,,
0,0.995692064,3,43,GO:1902337,regulation of apoptotic process involved in morphogenesis,1,,,,,,,,,,,
0,1,2,17,GO:1902338,negative regulation of apoptotic process involved in morphogenesis,1,,,,,,,,,,,
0,0.952127845,4,24,GO:1902339,positive regulation of apoptotic process involved in morphogenesis,1,,,,,,,,,,,
0,1,2,5,GO:1902362,melanocyte apoptotic process,1,,,,,,,,,,,
0,0.679980604,3,9,GO:1902366;GO:1902367,regulation of Notch signaling pathway involved in somitogenesis,1,,,,,,,,,,,
0,1,2,5,GO:1902380,positive regulation of endoribonuclease activity,1,,,,,,,,,,,
0,0.39725779,3,19,GO:1902412;GO:1903436,regulation of mitotic cytokinesis,1,,,,,,,,,,,
0,0.463414403,5,21,GO:1902416;GO:1905216,positive regulation of RNA binding,1,,,,,,,,,,,
0,0.909808028,7,19,GO:1902430,negative regulation of amyloid-beta formation,1,,,,,,,,,,,
0,1,2,18,GO:1902435;GO:1902436,regulation of male mating behavior,1,,,,,,,,,,,
0,1,2,7,GO:1902442;GO:1902443,regulation of ripoptosome assembly involved in necroptotic process,1,,,,,,,,,,,
0,0.532117413,4,6,GO:1902445,regulation of mitochondrial membrane permeability involved in programmed necrotic cell death,1,,,,,,,,,,,
0,0.929993176,2,21,GO:1902455,negative regulation of stem cell population maintenance,1,,,,,,,,,,,
0,0.997071557,2,133,GO:1902476,chloride transmembrane transport,1,,,,,,,,,,,
0,0.382687015,2,11,GO:1902512;GO:1903626,positive regulation of DNA catabolic process,1,,,,,,,,,,,
0,0.825846271,2,47,GO:1902513,regulation of organelle transport along microtubule,1,,,,,,,,,,,
0,1,2,5,GO:1902523,positive regulation of protein K63-linked ubiquitination,1,,,,,,,,,,,
0,0.337432237,2,10,GO:1902525,regulation of protein monoubiquitination,1,,,,,,,,,,,
0,0.587758061,2,7,GO:1902527,positive regulation of protein monoubiquitination,1,,,,,,,,,,,
0,1,5,14,GO:1902566,regulation of eosinophil activation,1,,,,,,,,,,,
0,1,2,7,GO:1902567,negative regulation of eosinophil activation,1,,,,,,,,,,,
0,1,3,6,GO:1902569,negative regulation of activation of Janus kinase activity,1,,,,,,,,,,,
0,1,6,11,GO:1902570,protein localization to nucleolus,1,,,,,,,,,,,
0,0.587758061,2,7,GO:1902576,negative regulation of nuclear cell cycle DNA replication,1,,,,,,,,,,,
0,0.468969527,2,5,GO:1902581;GO:1902583,multi-organism cellular localization,1,,,,,,,,,,,
0,0.532117413,2,6,GO:1902595,regulation of DNA replication origin binding,1,,,,,,,,,,,
0,0.999963116,5,167,GO:1902600,proton transmembrane transport,1,,,,,,,,,,,
0,1,4,8,GO:1902606;GO:1902608,positive regulation of large conductance calcium-activated potassium channel activity,1,,,,,,,,,,,
0,0.526179364,4,23,GO:1902617,response to fluoride,1,,,,,,,,,,,
0,0.532117413,4,6,GO:1902626,assembly of large subunit precursor of preribosome,1,,,,,,,,,,,
0,0.883805177,3,17,GO:1902630,regulation of membrane hyperpolarization,1,,,,,,,,,,,
0,0.468969527,2,5,GO:1902632,positive regulation of membrane hyperpolarization,1,,,,,,,,,,,
0,0.426549964,2,12,GO:1902644,tertiary alcohol metabolic process,1,,,,,,,,,,,
0,0.468969527,3,5,GO:1902659;GO:1902661,positive regulation of glucose mediated signaling pathway,1,,,,,,,,,,,
0,0.360761462,2,316,GO:1902667,regulation of axon guidance,1,,,,,,,,,,,
0,0.532117413,3,6,GO:1902721,negative regulation of prolactin secretion,1,,,,,,,,,,,
0,1,2,9,GO:1902722,positive regulation of prolactin secretion,1,,,,,,,,,,,
0,1,2,6,GO:1902731,negative regulation of chondrocyte proliferation,1,,,,,,,,,,,
0,1,2,5,GO:1902732,positive regulation of chondrocyte proliferation,1,,,,,,,,,,,
0,1,4,7,GO:1902733;GO:1902738;GO:1903041;GO:1903042,regulation of growth plate cartilage chondrocyte differentiation,1,,,,,,,,,,,
0,0.726300286,2,124,GO:1902742,apoptotic process involved in development,1,,,,,,,,,,,
0,0.945157155,7,168,GO:1902743;GO:0010591,regulation of lamellipodium organization,1,,,,,,,,,,,
0,0.971161259,2,28,GO:1902744;GO:0010593,negative regulation of lamellipodium organization,1,,,,,,,,,,,
0,0.36331292,3,18,GO:1902746,regulation of lens fiber cell differentiation,1,,,,,,,,,,,
0,1,2,6,GO:1902747,negative regulation of lens fiber cell differentiation,1,,,,,,,,,,,
0,1,2,6,GO:1902769,regulation of choline O-acetyltransferase activity,1,,,,,,,,,,,
0,0.532117413,5,6,GO:1902774,late endosome to lysosome transport,1,,,,,,,,,,,
0,0.401485589,2,132,GO:1902803,regulation of synaptic vesicle transport,1,,,,,,,,,,,
0,0.526179364,4,23,GO:1902804,negative regulation of synaptic vesicle transport,1,,,,,,,,,,,
0,0.537993292,2,32,GO:1902805,positive regulation of synaptic vesicle transport,1,,,,,,,,,,,
0,1,4,10,GO:1902809;GO:1902811,positive regulation of skeletal muscle fiber differentiation,1,,,,,,,,,,,
0,0.883805177,2,17,GO:1902816;GO:1902817,regulation of protein localization to microtubule,1,,,,,,,,,,,
0,0.636783715,2,8,GO:1902841,regulation of netrin-activated signaling pathway,1,,,,,,,,,,,
0,0.607829007,3,484,GO:1902850,microtubule cytoskeleton organization involved in mitosis,1,,,,,,,,,,,
0,0.477527945,3,38,GO:1902857,positive regulation of non-motile cilium assembly,1,,,,,,,,,,,
0,1,3,12,GO:1902869,regulation of amacrine cell differentiation,1,,,,,,,,,,,
0,1,5,5,GO:1902896,terminal web assembly,1,,,,,,,,,,,
0,0.730384553,2,31,GO:1902902,negative regulation of autophagosome assembly,1,,,,,,,,,,,
0,0.534729879,2,49,GO:1902914,regulation of protein polyubiquitination,1,,,,,,,,,,,
0,0.730384553,3,31,GO:1902916,positive regulation of protein polyubiquitination,1,,,,,,,,,,,
0,0.725209812,2,151,GO:1902930,regulation of alcohol biosynthetic process,1,,,,,,,,,,,
0,0.512026324,2,31,GO:1902931,negative regulation of alcohol biosynthetic process,1,,,,,,,,,,,
0,0.823311419,6,57,GO:1902932,positive regulation of alcohol biosynthetic process,1,,,,,,,,,,,
0,1,2,6,GO:1902938,regulation of intracellular calcium activated chloride channel activity,1,,,,,,,,,,,
0,0.830097807,7,14,GO:1902946,protein localization to early endosome,1,,,,,,,,,,,
0,0.374241607,2,26,GO:1902947,regulation of tau-protein kinase activity,1,,,,,,,,,,,
0,0.36331292,5,18,GO:1902949,positive regulation of tau-protein kinase activity,1,,,,,,,,,,,
0,1,3,6,GO:1902952,positive regulation of dendritic spine maintenance,1,,,,,,,,,,,
0,1,2,6,GO:1902953,positive regulation of ER to Golgi vesicle-mediated transport,1,,,,,,,,,,,
0,0.468969527,2,5,GO:1902969,mitotic DNA replication,1,,,,,,,,,,,
0,0.402521256,2,27,GO:1902992,negative regulation of amyloid precursor protein catabolic process,1,,,,,,,,,,,
0,1,2,5,GO:1902994;GO:1902995,regulation of phospholipid efflux,1,,,,,,,,,,,
0,0.532117413,2,6,GO:1902996,regulation of neurofibrillary tangle assembly,1,,,,,,,,,,,
0,0.77686618,2,23,GO:1903003,positive regulation of protein deubiquitination,1,,,,,,,,,,,
0,1,4,6,GO:1903004;GO:1903006,regulation of protein K63-linked deubiquitination,1,,,,,,,,,,,
0,0.94916853,5,149,GO:1903008,organelle disassembly,1,,,,,,,,,,,
0,0.945661923,2,23,GO:1903012,positive regulation of bone development,1,,,,,,,,,,,
0,0.463414403,2,21,GO:1903026,negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding,1,,,,,,,,,,,
0,0.468969527,3,5,GO:1903027,regulation of opsonization,1,,,,,,,,,,,
0,0.704610482,2,630,GO:1903050;GO:1903362,regulation of cellular protein catabolic process,1,,,,,,,,,,,
0,0.636670177,2,195,GO:1903051;GO:1903363,negative regulation of cellular protein catabolic process,1,,,,,,,,,,,
0,0.807159278,2,13,GO:1903069,regulation of ER-associated ubiquitin-dependent protein catabolic process,1,,,,,,,,,,,
0,0.532117413,2,6,GO:1903070,negative regulation of ER-associated ubiquitin-dependent protein catabolic process,1,,,,,,,,,,,
0,1,2,9,GO:1903071,positive regulation of ER-associated ubiquitin-dependent protein catabolic process,1,,,,,,,,,,,
0,0.32302719,2,222,GO:1903078;GO:1904377,positive regulation of protein localization to cell periphery,1,,,,,,,,,,,
0,0.468969527,8,5,GO:1903093,regulation of protein K48-linked deubiquitination,1,,,,,,,,,,,
0,1,2,7,GO:1903108,regulation of mitochondrial transcription,1,,,,,,,,,,,
0,1,3,5,GO:1903109,positive regulation of mitochondrial transcription,1,,,,,,,,,,,
0,1,2,10,GO:1903116,positive regulation of actin filament-based movement,1,,,,,,,,,,,
0,1,2,6,GO:1903119,protein localization to actin cytoskeleton,1,,,,,,,,,,,
0,0.718041534,3,10,GO:1903121;GO:1903984,regulation of TRAIL-activated apoptotic signaling pathway,1,,,,,,,,,,,
0,0.654341479,3,100,GO:1903146,regulation of autophagy of mitochondrion,1,,,,,,,,,,,
0,0.49010121,3,72,GO:1903170;GO:1901020,negative regulation of calcium ion transmembrane transport,1,,,,,,,,,,,
0,0.532117413,3,6,GO:1903179;GO:1903181,regulation of dopamine biosynthetic process,1,,,,,,,,,,,
0,0.382687015,4,11,GO:1903207;GO:1903208,negative regulation of hydrogen peroxide-induced neuron death,1,,,,,,,,,,,
0,0.587758061,4,7,GO:1903215,negative regulation of protein targeting to mitochondrion,1,,,,,,,,,,,
0,1,2,5,GO:1903233,regulation of calcium ion-dependent exocytosis of neurotransmitter,1,,,,,,,,,,,
0,0.718041534,2,10,GO:1903238,positive regulation of leukocyte tethering or rolling,1,,,,,,,,,,,
0,0.718041534,3,10,GO:1903279;GO:1903281,regulation of calcium:sodium antiporter activity,1,,,,,,,,,,,
0,0.430686562,5,20,GO:1903286;GO:1903288,regulation of potassium ion import,1,,,,,,,,,,,
0,0.972517595,2,341,GO:1903305,regulation of regulated secretory pathway,1,,,,,,,,,,,
0,0.892386363,3,145,GO:1903307,positive regulation of regulated secretory pathway,1,,,,,,,,,,,
0,0.624452698,2,692,GO:1903311,regulation of mRNA metabolic process,1,,,,,,,,,,,
0,0.855456922,2,205,GO:1903312,negative regulation of mRNA metabolic process,1,,,,,,,,,,,
0,0.807840571,7,179,GO:1903313,positive regulation of mRNA metabolic process,1,,,,,,,,,,,
0,0.885993246,2,578,GO:1903320;GO:0031396,regulation of protein modification by small protein conjugation or removal,1,,,,,,,,,,,
0,0.524605145,2,218,GO:1903321;GO:0031397,negative regulation of protein modification by small protein conjugation or removal,1,,,,,,,,,,,
0,0.936334206,3,311,GO:1903322;GO:0031398,positive regulation of protein modification by small protein conjugation or removal,1,,,,,,,,,,,
0,1,2,5,GO:1903326,regulation of tRNA metabolic process,1,,,,,,,,,,,
0,0.612091,3,26,GO:1903332,regulation of protein folding,1,,,,,,,,,,,
0,1,2,11,GO:1903334,positive regulation of protein folding,1,,,,,,,,,,,
0,1,2,6,GO:1903348,positive regulation of bicellular tight junction assembly,1,,,,,,,,,,,
0,0.632788878,3,45,GO:1903350;GO:1903351,response to dopamine,1,,,,,,,,,,,
0,0.901539696,6,76,GO:1903354;GO:1903356,regulation of distal tip cell migration,1,,,,,,,,,,,
0,0.31619155,2,39,GO:1903361,protein localization to basolateral plasma membrane,1,,,,,,,,,,,
0,0.43158312,2,383,GO:1903364,positive regulation of cellular protein catabolic process,1,,,,,,,,,,,
0,0.678399952,2,19,GO:1903365;GO:2000822,regulation of fear response,1,,,,,,,,,,,
0,0.382687015,2,11,GO:1903367,positive regulation of fear response,1,,,,,,,,,,,
0,0.337432237,2,10,GO:1903371;GO:1903373,regulation of endoplasmic reticulum tubular network organization,1,,,,,,,,,,,
0,0.532117413,6,6,GO:1903378,positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,1,,,,,,,,,,,
0,0.547147755,4,15,GO:1903386,negative regulation of homophilic cell adhesion,1,,,,,,,,,,,
0,0.532117413,2,6,GO:1903408,positive regulation of sodium:potassium-exchanging ATPase activity,1,,,,,,,,,,,
0,0.897772323,2,54,GO:1903409,reactive oxygen species biosynthetic process,1,,,,,,,,,,,
0,0.508958394,4,14,GO:1903416,response to glycoside,1,,,,,,,,,,,
0,0.830097807,2,14,GO:1903422,negative regulation of synaptic vesicle recycling,1,,,,,,,,,,,
0,0.423978321,5,208,GO:1903426,regulation of reactive oxygen species biosynthetic process,1,,,,,,,,,,,
0,0.619076155,2,71,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,1,,,,,,,,,,,
0,0.929929629,6,280,GO:1903429,regulation of cell maturation,1,,,,,,,,,,,
0,0.770979963,4,53,GO:1903430,negative regulation of cell maturation,1,,,,,,,,,,,
0,0.939563197,2,115,GO:1903431,positive regulation of cell maturation,1,,,,,,,,,,,
0,0.718041534,3,10,GO:1903438;GO:1903490,positive regulation of mitotic cytokinetic process,1,,,,,,,,,,,
0,0.883805177,6,17,GO:1903441;GO:0097500,protein localization to ciliary membrane,1,,,,,,,,,,,
0,0.587758061,4,7,GO:1903445,protein transport from ciliary membrane to plasma membrane,1,,,,,,,,,,,
0,1,2,5,GO:1903450,regulation of G1 to G0 transition,1,,,,,,,,,,,
0,1,4,8,GO:1903487;GO:1903488,regulation of lactation,1,,,,,,,,,,,
0,0.52113752,4,243,GO:1903510,mucopolysaccharide metabolic process,1,,,,,,,,,,,
0,0.468969527,5,5,GO:1903516,regulation of single strand break repair,1,,,,,,,,,,,
0,1,5,14,GO:1903519;GO:1903521;GO:0060058,regulation of mammary gland involution,1,,,,,,,,,,,
0,0.98721683,2,225,GO:1903524,positive regulation of blood circulation,1,,,,,,,,,,,
0,0.36331292,2,18,GO:1903525,regulation of membrane tubulation,1,,,,,,,,,,,
0,0.751576986,2,11,GO:1903527,positive regulation of membrane tubulation,1,,,,,,,,,,,
0,0.891624111,5,589,GO:1903531;GO:0051048,negative regulation of secretion,1,,,,,,,,,,,
0,0.938322978,4,22,GO:1903538,regulation of meiotic cell cycle process involved in oocyte maturation,1,,,,,,,,,,,
0,0.81540649,2,25,GO:1903541;GO:1903543,regulation of exosomal secretion,1,,,,,,,,,,,
0,1,2,6,GO:1903544,response to butyrate,1,,,,,,,,,,,
0,1,2,10,GO:1903546,protein localization to photoreceptor outer segment,1,,,,,,,,,,,
0,0.636783715,2,8,GO:1903551;GO:1903553,regulation of extracellular exosome assembly,1,,,,,,,,,,,
0,0.508958394,2,14,GO:1903564;GO:1903566,regulation of protein localization to cilium,1,,,,,,,,,,,
0,0.397545539,2,91,GO:1903573,negative regulation of response to endoplasmic reticulum stress,1,,,,,,,,,,,
0,0.718041534,2,10,GO:1903576,response to L-arginine,1,,,,,,,,,,,
0,0.329469421,4,247,GO:1903578;GO:0006140;GO:1900542,regulation of nucleotide metabolic process,1,,,,,,,,,,,
0,1,8,14,GO:1903588,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,1,,,,,,,,,,,
0,0.751576986,3,11,GO:1903593;GO:1903595,positive regulation of histamine secretion by mast cell,1,,,,,,,,,,,
0,0.532117413,6,6,GO:1903596,regulation of gap junction assembly,1,,,,,,,,,,,
0,0.890447045,4,42,GO:1903599,positive regulation of autophagy of mitochondrion,1,,,,,,,,,,,
0,0.86811573,3,16,GO:1903608,protein localization to cytoplasmic stress granule,1,,,,,,,,,,,
0,1,3,6,GO:1903609,negative regulation of inward rectifier potassium channel activity,1,,,,,,,,,,,
0,0.617084583,4,17,GO:1903616,MAPK cascade involved in axon regeneration,1,,,,,,,,,,,
0,0.89867251,6,86,GO:1903649,regulation of cytoplasmic transport,1,,,,,,,,,,,
0,1,2,14,GO:1903650,negative regulation of cytoplasmic transport,1,,,,,,,,,,,
0,0.94678519,6,62,GO:1903651,positive regulation of cytoplasmic transport,1,,,,,,,,,,,
0,1,2,7,GO:1903659,regulation of complement-dependent cytotoxicity,1,,,,,,,,,,,
0,0.34927038,2,64,GO:1903671,negative regulation of sprouting angiogenesis,1,,,,,,,,,,,
0,0.380947209,2,335,GO:1903707,negative regulation of hemopoiesis,1,,,,,,,,,,,
0,0.579303812,2,420,GO:1903708,positive regulation of hemopoiesis,1,,,,,,,,,,,
0,0.617084583,2,17,GO:1903715,regulation of aerobic respiration,1,,,,,,,,,,,
0,1,6,8,GO:1903719;GO:1903721,positive regulation of I-kappaB phosphorylation,1,,,,,,,,,,,
0,1,2,8,GO:1903722,regulation of centriole elongation,1,,,,,,,,,,,
0,0.499648186,2,123,GO:1903727,positive regulation of phospholipid metabolic process,1,,,,,,,,,,,
0,0.429048636,5,36,GO:1903729,regulation of plasma membrane organization,1,,,,,,,,,,,
0,1,2,9,GO:1903742,regulation of anterograde synaptic vesicle transport,1,,,,,,,,,,,
0,1,2,5,GO:1903744,positive regulation of anterograde synaptic vesicle transport,1,,,,,,,,,,,
0,0.751576986,2,11,GO:1903745,negative regulation of pharyngeal pumping,1,,,,,,,,,,,
0,1,2,8,GO:1903760;GO:1905024;GO:1905031,regulation of membrane repolarization during cardiac muscle cell action potential,1,,,,,,,,,,,
0,1,8,6,GO:1903764,regulation of potassium ion export across plasma membrane,1,,,,,,,,,,,
0,1,5,13,GO:1903772,regulation of viral budding via host ESCRT complex,1,,,,,,,,,,,
0,1,3,9,GO:1903774,positive regulation of viral budding via host ESCRT complex,1,,,,,,,,,,,
0,0.499648186,2,123,GO:1903779,regulation of cardiac conduction,1,,,,,,,,,,,
0,1,4,5,GO:1903781;GO:1903949,positive regulation of atrial cardiac muscle cell action potential,1,,,,,,,,,,,
0,0.873189555,3,912,GO:1903792;GO:0043271,negative regulation of ion transport,1,,,,,,,,,,,
0,0.547147755,3,15,GO:1903795,regulation of inorganic anion transmembrane transport,1,,,,,,,,,,,
0,0.77686618,2,23,GO:1903799,negative regulation of production of miRNAs involved in gene silencing by miRNA,1,,,,,,,,,,,
