"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.798316704005396 2 163 "GO:0001895;GO:0045494" "retina homeostasis" 1
0 0.660365477842344 2 110 "GO:0001906" "cell killing" 1
0 0.367232884196176 2 11 "GO:0001907" "killing by symbiont of host cells" 1
0 0.858682390311066 3 47 "GO:0001909" "leukocyte mediated cytotoxicity" 1
0 0.991759461406798 2 165 "GO:0001910;GO:0031341" "regulation of cell killing" 1
0 0.71309050272636 2 30 "GO:0001911;GO:0031342;GO:0002716;GO:0045953" "negative regulation of cell killing" 1
0 1 6 113 "GO:0001912;GO:0031343" "positive regulation of cell killing" 1
0 1 3 19 "GO:0001913" "T cell mediated cytotoxicity" 1
0 1 2 48 "GO:0001914;GO:0001916" "regulation of T cell mediated cytotoxicity" 1
0 0.910651000409461 4 58 "GO:0001919" "regulation of receptor recycling" 1
0 0.736018856421073 5 32 "GO:0001921" "positive regulation of receptor recycling" 1
0 1 3 10 "GO:0001922" "B-1 B cell homeostasis" 1
0 1 2 9 "GO:0001923;GO:0002337" "B-1 B cell differentiation" 1
0 1 3 10 "GO:0001928;GO:0106020" "regulation of vesicle docking" 1
0 0.999519587530914 2 2965 "GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562" "positive regulation of protein modification process" 1
0 1 2 58 "GO:0001935" "endothelial cell proliferation" 1
0 0.994907948702268 6 303 "GO:0001936" "regulation of endothelial cell proliferation" 1
0 0.806411883692739 4 105 "GO:0001937" "negative regulation of endothelial cell proliferation" 1
0 0.977948585117726 4 216 "GO:0001938" "positive regulation of endothelial cell proliferation" 1
0 0.93990376894243 3 109 "GO:0001941" "postsynaptic membrane organization" 1
0 0.916516940468564 2 233 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 1
0 1 3 65 "GO:0001945" "lymph vessel development" 1
0 1 2 38 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 1
0 0.999223173956187 4 277 "GO:0001947;GO:0003143;GO:0061371" "embryonic heart tube morphogenesis" 1
0 1 3 7 "GO:0001951" "intestinal D-glucose absorption" 1
0 0.543668866986297 2 295 "GO:0001952" "regulation of cell-matrix adhesion" 1
0 0.0103256131094132 2 89 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.370471704726407
0 0.936159636441462 3 144 "GO:0001954" "positive regulation of cell-matrix adhesion" 1
0 1 4 17 "GO:0001955" "blood vessel maturation" 1
0 0.994770965945289 2 126 "GO:0001956" "positive regulation of neurotransmitter secretion" 1
0 1 3 16 "GO:0001957;GO:0036072" "direct ossification" 1
0 1 4 70 "GO:0001958;GO:0036075" "endochondral ossification" 1
0 0.483465869802347 5 307 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 1
0 0.528520039156829 3 118 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 1
0 0.693609593365325 3 87 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 1
0 1 2 36 "GO:0001963" "synaptic transmission, dopaminergic" 1
0 0.921155095293015 4 61 "GO:0001964" "startle response" 1
0 1 2 12 "GO:0001966" "thigmotaxis" 1
0 1 2 33 "GO:0001967" "suckling behavior" 1
0 1 6 10 "GO:0001969" "regulation of activation of membrane attack complex" 1
